lon,lat,hit@1,hit@3,reciprocal_rank,category,predicted_categories
16.3322446713,48.332145713150005,-1,-1,0.0,water_treatment_facility,"['port', 'shipyard', 'military_facility', 'surface_mine', 'storage_tank', 'oil_or_gas_facility', 'factory_or_powerplant', 'dam', 'swimming_pool', 'parking_lot_or_garage']"
34.315285757,-2.04166929339,-1,-1,0.0,single-unit_residential,"['construction_site', 'debris_or_rubble', 'surface_mine', 'factory_or_powerplant', 'nuclear_powerplant', 'oil_or_gas_facility', 'sewage_treatment_plant', 'waste_disposal', 'wind_farm', 'smokestack']"
-96.86144411837527,33.03296612685959,-1,-1,0.0,recreational_facility,"['oil_or_gas_facility', 'factory_or_powerplant', 'construction_site', 'storage_tank', 'waste_disposal', 'dam', 'aquaculture', 'electric_substation', 'shipyard', 'port']"
11.766547831000004,45.09058493865,-1,-1,0.0,crop_field,0
49.648976585700005,58.62287803365,-1,-1,0.0,stadium,"['interchange', 'crop_field', 'road_bridge', 'dam', 'construction_site', 'debris_or_rubble', 'tunnel_opening', 'lake_or_pond', 'surface_mine', 'ground_transportation_station']"
31.25956855081403,30.037134268904936,-1,-1,0.0,place_of_worship,"['impoverished_settlement', 'single-unit_residential', 'multi-unit_residential', 'construction_site', 'educational_institution', 'factory_or_powerplant', 'park', 'car_dealership', 'shopping_mall', 'office_building']"
-68.91934250046941,12.120424770250825,-1,1,0.5,shipyard,"['port', 'shipyard', 'military_facility', 'oil_or_gas_facility', 'construction_site', 'interchange', 'parking_lot_or_garage', 'storage_tank', 'factory_or_powerplant', 'ground_transportation_station']"
114.3927713,22.61439808405,-1,-1,0.0,toll_booth,0
-46.74268037570077,-21.34399192100605,-1,-1,0.0,barn,"['lake_or_pond', 'shipyard', 'port', 'surface_mine', 'recreational_facility', 'wind_farm', 'aquaculture', 'crop_field', 'dam', 'tunnel_opening']"
-80.5486941,43.4998838777,-1,-1,0.0,tower,"['factory_or_powerplant', 'office_building', 'hospital', 'multi-unit_residential', 'prison', 'shopping_mall', 'construction_site', 'parking_lot_or_garage', 'educational_institution', 'place_of_worship']"
139.6187721746166,35.48411379874405,-1,-1,0.25,educational_institution,"['multi-unit_residential', 'office_building', 'shopping_mall', 'educational_institution', 'hospital', 'factory_or_powerplant', 'parking_lot_or_garage', 'single-unit_residential', 'place_of_worship', 'recreational_facility']"
44.1437584,33.4598914794,-1,-1,0.0,military_facility,"['surface_mine', 'interchange', 'construction_site', 'debris_or_rubble', 'crop_field', 'ground_transportation_station', 'border_checkpoint', 'fire_station', 'parking_lot_or_garage', 'waste_disposal']"
-8.68243029189,38.40874632880001,1,1,1.0,crop_field,"['crop_field', 'aquaculture', 'park', 'multi-unit_residential', 'recreational_facility', 'amusement_park', 'ground_transportation_station', 'construction_site', 'surface_mine', 'military_facility']"
23.938431000000005,32.1068362798,-1,-1,0.0,single-unit_residential,0
18.04968685215,40.191351665,-1,-1,0.0,solar_farm,0
-71.3179283,-40.143447878100005,-1,-1,0.0,helipad,"['crop_field', 'single-unit_residential', 'park', 'multi-unit_residential', 'recreational_facility', 'lake_or_pond', 'educational_institution', 'border_checkpoint', 'ground_transportation_station', 'residential']"
86.7451300238,53.9060815716,-1,-1,0.0,ground_transportation_station,"['multi-unit_residential', 'office_building', 'hospital', 'shopping_mall', 'hotel', 'educational_institution', 'military_facility', 'recreational_facility', 'parking_lot_or_garage', 'police_station']"
121.370564,37.0098221785,-1,-1,0.0,toll_booth,0
-2.05913831331,48.2690231543,-1,-1,0.0,fire_station,0
121.71777055,31.2480862801,-1,-1,0.0,toll_booth,"['space_facility', 'nuclear_powerplant', 'oil_or_gas_facility', 'wind_farm', 'military_facility', 'factory_or_powerplant', 'construction_site', 'tower', 'lighthouse', 'smokestack']"
-63.53736053775001,44.8718872695,-1,-1,0.0,race_track,0
-49.1072768373,-22.360478389200004,-1,-1,0.0,electric_substation,"['archaeological_site', 'fortification (cross-category error)', 'historical_building (cross-category error)', 'castle (cross-category error)', 'burial_site', 'military_facility', 'government_facility (cross-category error)', 'park', 'religious_site (cross-category error)', 'educational_institution']"
-58.37830485510449,-34.61382517852276,-1,1,0.3333333333333333,educational_institution,"['single-unit_residential', 'multi-unit_residential', 'educational_institution', 'parking_lot_or_garage', 'office_building', 'construction_site', 'park', 'road_bridge', 'hospital', 'place_of_worship']"
2.868142473,33.81670646225,-1,-1,0.0,single-unit_residential,"['impoverished_settlement', 'archaeological_site', 'debris_or_rubble', 'crop_field', 'construction_site', 'factory_or_powerplant', 'ground_transportation_station', 'hospital', 'surface_mine', 'multi-unit_residential']"
-97.0918664,15.8749502381,-1,-1,0.0,airport_terminal,"['place_of_worship', 'office_building', 'multi-unit_residential', 'shopping_mall', 'recreational_facility', 'educational_institution', 'hospital', 'single-unit_residential', 'police_station', 'hotel']"
20.9797366195,51.6024137886,-1,-1,0.1666666666666666,crop_field,"['wind_farm', 'solar_farm', 'aquaculture', 'surface_mine', 'park', 'crop_field', 'lake_or_pond', 'dam', 'golf_course', 'storage_tank']"
4.80671883617,43.8984945298,-1,-1,0.125,recreational_facility,"['single-unit_residential', 'office_building', 'multi-unit_residential', 'factory_or_powerplant', 'educational_institution', 'hospital', 'port', 'recreational_facility', 'shopping_mall', 'park']"
16.667927448800004,41.1516880733,-1,-1,0.0,surface_mine,0
-71.300119,-41.13615977785,-1,-1,0.0,hospital,"['construction_site', 'debris_or_rubble', 'parking_lot_or_garage', 'impoverished_settlement', 'single-unit_residential', 'multi-unit_residential', 'factory_or_powerplant', 'office_building', 'railway_bridge', 'car_dealership']"
-86.858169533,33.51789442500001,-1,1,0.5,recreational_facility,"['swimming_pool', 'recreational_facility', 'amusement_park', 'park', 'educational_institution', 'zoo', 'stadium', 'golf_course', 'archaeological_site', 'place_of_worship']"
36.69611801656582,35.05989821601885,-1,-1,0.0,place_of_worship,"['single-unit_residential', 'multi-unit_residential', 'impoverished_settlement', 'construction_site', 'road_bridge', 'recreational_facility', 'parking_lot_or_garage', 'educational_institution', 'demolished_building', 'debris_or_rubble']"
-90.39743808502396,14.657733245122056,-1,-1,0.1111111111111111,barn,"['wind_farm', 'aquaculture', 'oil_or_gas_facility', 'factory_or_powerplant', 'solar_farm', 'military_facility', 'recreational_facility', 'storage_tank', 'barn', 'dam']"
-76.5558927,44.1515770777,-1,-1,0.0,lighthouse,"['archaeological_site', 'surface_mine', 'debris_or_rubble', 'construction_site', 'dam', 'quarry', 'waste_disposal', 'cemetery', 'tunnel_opening', 'factory_or_powerplant']"
-88.4155340191,42.34835500009999,-1,-1,0.125,lake_or_pond,"['tunnel_opening', 'dam', 'aquaculture', 'port', 'surface_mine', 'shipyard', 'interchange', 'lake_or_pond', 'water_treatment_facility', 'canal']"
-120.44400436949998,37.3249391658,-1,-1,0.0,fire_station,"['oil_or_gas_facility', 'factory_or_powerplant', 'industrial_site', 'port', 'storage_tank', 'parking_lot_or_garage', 'water_treatment_facility', 'shipyard', 'construction_site', 'military_facility']"
-114.01160465000002,50.91283942825001,-1,-1,0.1111111111111111,parking_lot_or_garage,"['military_facility', 'airport', 'runway', 'shipyard', 'construction_site', 'interchange', 'railway_bridge', 'oil_or_gas_facility', 'parking_lot_or_garage', 'ground_transportation_station']"
28.826449548,-26.21687454445,-1,-1,0.0,electric_substation,"['railway_bridge', 'road_bridge', 'interchange', 'tunnel_opening', 'construction_site', 'ground_transportation_station', 'dam', 'border_checkpoint', 'parking_lot_or_garage', 'tower']"
37.1665496,50.8214451782,-1,-1,0.0,smokestack,0
41.2157374571,57.51282316705,-1,-1,0.0,race_track,"['port', 'shipyard', 'marina', 'fishing_farm', 'aquaculture', 'storage_tank', 'factory_or_powerplant', 'dam', 'recreational_facility', 'parking_lot_or_garage']"
37.618354494,34.55431704805,1,1,1.0,military_facility,"['military_facility', 'archaeological_site', 'surface_mine', 'construction_site', 'debris_or_rubble', 'impoverished_settlement', 'factory_or_powerplant', 'warehouse_or_garage', 'waste_disposal', 'nuclear_powerplant']"
8.28256544042,45.2653977293,-1,-1,0.0,crop_field,"['car_dealership', 'parking_lot_or_garage', 'shopping_mall', 'office_building', 'multi-unit_residential', 'hospital', 'construction_site', 'educational_institution', 'recreational_facility', 'stadium']"
-0.7841800101625,44.70224813550001,-1,-1,0.0,runway,"['crop_field', 'farm', 'aquaculture', 'amusement_park', 'barn', 'dam', 'debris_or_rubble', 'construction_site', 'ground_transportation_station', 'helipad']"
3.93754795,36.4978089696,-1,-1,0.0,single-unit_residential,0
120.91995755593857,14.345022449156604,-1,-1,0.0,single-unit_residential,0
9.1966641,48.8591366779,-1,-1,0.0,fountain,"['fire_station', 'factory_or_powerplant', 'barn', 'storage_tank', 'warehouse', 'hospital', 'office_building', 'educational_institution', 'shopping_mall', 'recreational_facility']"
139.64538001649998,35.48991749355,-1,-1,0.25,parking_lot_or_garage,"['single-unit_residential', 'multi-unit_residential', 'construction_site', 'parking_lot_or_garage', 'office_building', 'place_of_worship', 'shopping_mall', 'hospital', 'recreational_facility', 'educational_institution']"
9.58614284028,39.42281883155,-1,-1,0.0,water_treatment_facility,"['wind_farm', 'factory_or_powerplant', 'electric_substation', 'industrial_site', 'tower', 'dam', 'tower', 'warehouse', 'ground_transportation_station', 'shop']"
20.737995278261728,54.70162551858577,-1,-1,0.0,barn,"['road_bridge', 'interchange', 'lake_or_pond', 'ground_transportation_station', 'park', 'dam', 'railway_bridge', 'tunnel_opening', 'construction_site', 'multi-unit_residential']"
-79.32176910025,43.7303283278,-1,-1,0.0,railway_bridge,0
-1.15107959758,53.1262649916,-1,-1,0.0,car_dealership,0
-80.4690600835,-1.045802903035,-1,-1,0.0,airport_terminal,0
-99.51477860547548,27.5310203090567,-1,-1,0.0,road_bridge,0
19.086043208506773,47.45672482306398,1,1,1.0,parking_lot_or_garage,"['parking_lot_or_garage', 'multi-unit_residential', 'single-unit_residential', 'shopping_mall', 'roadway', 'office_building', 'educational_institution', 'recreational_facility', 'hospital', 'factory_or_powerplant']"
-3.7106874888,55.82280075445001,-1,-1,0.0,burial_site,0
87.58388685,43.8521091277,-1,-1,0.25,factory_or_powerplant,"['construction_site', 'single-unit_residential', 'multi-unit_residential', 'factory_or_powerplant', 'storage_tank', 'parking_lot_or_garage', 'surface_mine', 'debris_or_rubble', 'office_building', 'military_facility']"
31.540329199999995,46.60946537774999,-1,-1,0.0,lighthouse,"['single-unit_residential', 'multi-unit_residential', 'school', 'hospital', 'office_building', 'parking_lot_or_garage', 'park', 'shopping_mall', 'construction_site', 'recreational_facility']"
-3.673957493197957,40.38093791054215,-1,-1,0.0,place_of_worship,"['crop_field', 'construction_site', 'surface_mine', 'debris_or_rubble', 'archaeological_site', 'interchange', 'tunnel_opening', 'dam', 'parking_lot_or_garage', 'railway_bridge']"
-87.48269204222186,41.62101148181414,-1,1,0.5,recreational_facility,"['amusement_park', 'recreational_facility', 'park', 'multi-unit_residential', 'single-unit_residential', 'educational_institution', 'place_of_worship', 'archaeological_site', 'border_checkpoint', 'military_facility']"
-3.7751325,40.52060887795,-1,-1,0.0,fountain,"['shipyard', 'port', 'railway_bridge', 'ground_transportation_station', 'storage_tank', 'factory_or_powerplant', 'single-unit_residential', 'toll_booth', 'multi-unit_residential', 'road_bridge']"
-47.90283118926474,-15.74190770444343,-1,-1,0.0,educational_institution,"['industrial_site', 'factory_or_powerplant', 'construction_site', 'warehouse', 'storage_tank', 'prison', 'oil_or_gas_facility', 'water_treatment_facility', 'ground_transportation_station', 'gas_station']"
42.95381499999999,14.7967789889,-1,-1,0.0,multi-unit_residential,"['surface_mine', 'construction_site', 'debris_or_rubble', 'flooded_road', 'tunnel_opening', 'interchange', 'factory_or_powerplant', 'railway_bridge', 'ground_transportation_station', 'oil_or_gas_facility']"
-122.666935147,48.34323453825,-1,-1,0.0,airport_hangar,0
-112.1315586,33.65676247935,-1,-1,0.0,swimming_pool,"['construction_site', 'debris_or_rubble', 'factory_or_powerplant', 'office_building', 'shopping_mall', 'stadium', 'multi-unit_residential', 'oil_or_gas_facility', 'hospital', 'tower']"
-84.0755747442,9.965560151385,-1,-1,0.0,stadium,"['car_dealership', 'parking_lot_or_garage', 'shopping_mall', 'factory_or_powerplant', 'office_building', 'multi-unit_residential', 'single-unit_residential', 'gas_station', 'educational_institution', 'hospital']"
9.41262524769,45.22966429585,-1,-1,0.0,recreational_facility,"['space_facility', 'airport_terminal', 'factory_or_powerplant', 'gas_station', 'railway_bridge', 'storage_tank', 'construction_site', 'interchange', 'parking_lot_or_garage', 'tower']"
-8.531895903120326,41.38949403936492,-1,-1,0.0,place_of_worship,"['debris_or_rubble', 'surface_mine', 'construction_site', 'factory_or_powerplant', 'impoverished_settlement', 'storage_tank', 'military_facility', 'oil_or_gas_facility', 'park', 'dam']"
-0.5208523047916309,38.3977231883817,-1,-1,0.0,amusement_park,"['impoverished_settlement', 'single-unit_residential', 'multi-unit_residential', 'construction_site', 'parking_lot_or_garage', 'educational_institution', 'recreational_facility', 'place_of_worship', 'office_building', 'factory_or_powerplant']"
77.4993262322,23.2125235133,-1,-1,0.0,electric_substation,0
-2.94941898139,43.26419697205,1,1,1.0,stadium,"['stadium', 'racetrack', 'recreational_facility', 'amusement_park', 'park', 'educational_institution', 'archaeological_site', 'military_facility', 'multi-unit_residential', 'single-unit_residential']"
-45.96683802507753,-21.77233304650277,-1,-1,0.125,place_of_worship,"['single-unit_residential', 'multi-unit_residential', 'educational_institution', 'park', 'shopping_mall', 'hospital', 'construction_site', 'place_of_worship', 'parking_lot_or_garage', 'road_bridge']"
-70.35180344292371,-27.35998469704698,-1,-1,0.0,educational_institution,"['surface_mine', 'construction_site', 'debris_or_rubble', 'factory_or_powerplant', 'parking_lot_or_garage', 'storage_tank', 'car_dealership', 'oil_or_gas_facility', 'railway_bridge', 'road_bridge']"
62.0499652606949,53.74454607518325,-1,-1,0.0,single-unit_residential,"['water_treatment_facility', 'lake_or_pond', 'dam', 'park', 'office_building', 'parking_lot_or_garage', 'multi-unit_residential', 'road_bridge', 'ground_transportation_station', 'recreational_facility']"
14.52597010765,40.7465492294,-1,-1,0.0,police_station,0
67.66633264024999,61.252016702,-1,-1,0.0,hospital,0
150.8123925202496,-34.41383953880683,-1,-1,0.0,race_track,0
69.85507455445,22.32513163115,-1,-1,0.0,electric_substation,0
3.93754795,36.4978089696,-1,-1,0.0,single-unit_residential,"['amusement_park', 'zoo', 'park', 'recreational_facility', 'educational_institution', 'multi-unit_residential', 'place_of_worship', 'hospital', 'prison', 'office_building']"
44.66783608868349,43.06362179040788,1,1,1.0,single-unit_residential,"['single-unit_residential', 'multi-unit_residential', 'road_bridge', 'interchange', 'parking_lot_or_garage', 'park', 'recreational_facility', 'educational_institution', 'shopping_mall', 'office_building']"
14.454888208799998,46.07857832915,-1,-1,0.0,parking_lot_or_garage,"['stadium', 'amusement_park', 'archaeological_site', 'park', 'recreational_facility', 'place_of_worship', 'educational_institution', 'multi-unit_residential', 'shopping_mall', 'office_building']"
48.003992283305806,29.391042549047555,-1,-1,0.0,amusement_park,"['lighthouse', 'marina', 'single-unit_residential', 'dam', 'archaeological_site', 'lake_or_pond', 'port', 'swimming_pool', 'golf_course', 'park']"
